,element_type,osmid,name,public_transport,geometry,lat,lon,icona
461,node,729049391,Piazza Trento,platform,POINT (9.2040317 45.4467045),45.4467045,9.2040317,
462,node,729049395,Piazza Trento,platform,POINT (9.203809 45.4467965),45.4467965,9.203809,
463,node,729049397,Lodi M3,platform,POINT (9.2085374 45.447006),45.447006,9.2085374,
464,node,729313995,Via Soderini - Via D'Alviano,platform,POINT (9.1405553 45.456144),45.456144,9.1405553,
465,node,729313996,Via Soderini - Via D'Alviano,platform,POINT (9.1399581 45.4564365),45.4564365,9.1399581,
466,node,729313999,Via D'Alviano - Via Tuberose,platform,POINT (9.1389125 45.4582516),45.4582516,9.1389125,
467,node,729314003,Bande Nere M1,platform,POINT (9.1369996 45.4618809),45.4618809,9.1369996,
468,node,729314006,Via Morgantini - Via Civitali,platform,POINT (9.1351095 45.4706375),45.4706375,9.1351095,
469,node,729314009,Via Civitali - Via Paravia,platform,POINT (9.1330677 45.4719771),45.4719771,9.1330677,
470,node,729314010,Via Rembrandt - Viale Aretusa,platform,POINT (9.1367958 45.4676642),45.4676642,9.1367958,
471,node,729314013,Via Morgantini - Via Civitali,platform,POINT (9.1351767 45.4703345),45.4703345,9.1351767,
472,node,729314014,Via Morgantini - Via Civitali,platform,POINT (9.1346829 45.4702277),45.4702277,9.1346829,
473,node,729314016,Via Paravia - Via Zamagna,platform,POINT (9.1346477 45.4736049),45.4736049,9.1346477,
474,node,729314017,Via Paravia - Via Zamagna,platform,POINT (9.1352431 45.4742462),45.4742462,9.1352431,
475,node,729314018,Piazzale Segesta,platform,POINT (9.1369404 45.4750906),45.4750906,9.1369404,
476,node,729314022,Via Gavirate - Via Gignese,platform,POINT (9.1400384 45.4770834),45.4770834,9.1400384,
477,node,729314023,Via Gavirate - Via Gignese,platform,POINT (9.1401671 45.4774634),45.4774634,9.1401671,
478,node,729314024,Via Santa Rita - Piazza Miani,platform,POINT (9.1538954 45.4381875),45.4381875,9.1538954,
479,node,729314025,Viale Famagosta - Via Lope de Vega,platform,POINT (9.1620757 45.4374539),45.4374539,9.1620757,
480,node,729314026,Viale Famagosta - Via Venosta,platform,POINT (9.1577885 45.437317),45.437317,9.1577885,
481,node,729314027,Famagosta M2,platform,POINT (9.1685709 45.43774),45.43774,9.1685709,
482,node,729314028,Piazza Maggi,platform,POINT (9.1715227 45.4373894),45.4373894,9.1715227,
483,node,729314029,Piazza Maggi,platform,POINT (9.1708412 45.4379677),45.4379677,9.1708412,
484,node,729314030,Via Montegani - Viale Da Cermenate,platform,POINT (9.1790156 45.4373514),45.4373514,9.1790156,
485,node,729314031,Via Montegani - Viale Da Cermenate,platform,POINT (9.1790671 45.437481),45.437481,9.1790671,
486,node,729314034,Viale Da Cermenate - Via Volvinio,platform,POINT (9.1825401 45.4374057),45.4374057,9.1825401,
487,node,729314035,Viale Da Cermenate - Via Lusitania,platform,POINT (9.1864479 45.4373978),45.4373978,9.1864479,
488,node,729314036,Via Antonini - Via Lampedusa,platform,POINT (9.1887656 45.4373851),45.4373851,9.1887656,
489,node,729314038,Via Antonini - Via Verro,platform,POINT (9.1947277 45.4373279),45.4373279,9.1947277,
490,node,729314039,Piazza Chiaradia,platform,POINT (9.1965439 45.4372918),45.4372918,9.1965439,
491,node,729314040,Via Ripamonti - Via Quaranta,platform,POINT (9.2011822 45.4361858),45.4361858,9.2011822,
492,node,729314041,Via Ripamonti - Via Quaranta,platform,POINT (9.2011206 45.4360563),45.4360563,9.2011206,
493,node,729314042,Via Quaranta - Via Gargano,platform,POINT (9.2066806 45.4367407),45.4367407,9.2066806,
494,node,729314043,Via Quaranta - Via D'Agrate,platform,POINT (9.2095926 45.4369816),45.4369816,9.2095926,
495,node,729314044,Via Quaranta - Via D'Agrate,platform,POINT (9.2097419 45.4368613),45.4368613,9.2097419,
496,node,729314045,Via D'Agrate - Via Cassano d'Adda,platform,POINT (9.2124974 45.4369709),45.4369709,9.2124974,
497,node,729314046,Via D'Agrate - Piazza Angilberto II,platform,POINT (9.2154958 45.4369286),45.4369286,9.2154958,
498,node,729314047,Via Comacchio - Piazza Angilberto II,platform,POINT (9.2183197 45.4373569),45.4373569,9.2183197,
499,node,729314048,Via Polesine - Piazzale Ferrara,platform,POINT (9.2224315 45.439216),45.439216,9.2224315,
500,node,729314050,Via Marochetti - Via Avezzana,platform,POINT (9.2267449 45.438882),45.438882,9.2267449,
501,node,729314052,Porto di Mare M3,platform,POINT (9.2302058 45.4372059),45.4372059,9.2302058,
502,node,729314064,Piazza Ohm,platform,POINT (9.1487561 45.4421405),45.4421405,9.1487561,
503,node,729314066,Via Brunelleschi,platform,POINT (9.1438092 45.4497577),45.4497577,9.1438092,
504,node,729314068,Via Santa Rita - Via Bari,platform,POINT (9.1516567 45.4398938),45.4398938,9.1516567,
505,node,729314070,Corvetto,platform,POINT (9.2233418 45.4396749),45.4396749,9.2233418,
506,node,734687380,Viale Bezzi - Via Trivulzio,platform,POINT (9.1459072 45.4659113),45.4659113,9.1459072,
507,node,736901117,Via Varesina - Via Dal Re,platform,POINT (9.1473755 45.4955225),45.4955225,9.1473755,
508,node,736901118,Via Varesina - Via Dal Re,platform,POINT (9.1472496 45.4958975),45.4958975,9.1472496,
509,node,745843278,Figino,platform,POINT (9.0733097 45.4928571),45.4928571,9.0733097,
510,node,745843542,Figino,platform,POINT (9.0728962 45.4927754),45.4927754,9.0728962,
511,node,745843545,"Via Caldera, 65",platform,POINT (9.0969208 45.476335),45.476335,9.0969208,
512,node,745843563,Via Turbigo - Via Novara,platform,POINT (9.0729296 45.489201),45.489201,9.0729296,
513,node,745843569,,platform,POINT (9.0934536 45.4766978),45.4766978,9.0934536,
514,node,745843571,Piazza Madonna della Provvidenza,platform,POINT (9.0887913 45.4762493),45.4762493,9.0887913,
515,node,745843576,Via De Sica,platform,POINT (9.0863371 45.4776336),45.4776336,9.0863371,
516,node,745843585,Via San Romanello - Via Togni,platform,POINT (9.0890631 45.4790094),45.4790094,9.0890631,
517,node,745843596,"Via Caldera, 111",platform,POINT (9.092269 45.4757918),45.4757918,9.092269,
518,node,745843602,Via Marx - Via Constant,platform,POINT (9.1114761 45.472135),45.472135,9.1114761,
519,node,745843608,,platform,POINT (9.0931594 45.4774891),45.4774891,9.0931594,
520,node,745843611,Via Morelli - Via Silla,platform,POINT (9.0765485 45.493125),45.493125,9.0765485,
521,node,745843617,Via Novara - Via San Giusto,platform,POINT (9.1196609 45.4733435),45.4733435,9.1196609,
522,node,745843620,Via San Romanello - Via Togni,platform,POINT (9.0891765 45.4788299),45.4788299,9.0891765,
523,node,745843621,Via Caldera - Via Novara,platform,POINT (9.1023044 45.4786793),45.4786793,9.1023044,
524,node,745843626,Via Di Vittorio - Piazza Madonna della Provvidenza,platform,POINT (9.0897809 45.4762738),45.4762738,9.0897809,
525,node,745843639,Via Caldera - Via Novara,platform,POINT (9.1027012 45.4788899),45.4788899,9.1027012,
526,node,745843644,"Via Caldera, 111",platform,POINT (9.0926299 45.4757484),45.4757484,9.0926299,
527,node,745843650,Via Marx - Via Cannizzaro,platform,POINT (9.1105493 45.4740599),45.4740599,9.1105493,
528,node,745843653,Via San Romanello - Via Novara,platform,POINT (9.0890482 45.4823375),45.4823375,9.0890482,
529,node,745843668,Via San Giusto - Via Dessié,platform,POINT (9.1202618 45.474212),45.474212,9.1202618,
530,node,745843686,Via San Giusto - Via Dessié,platform,POINT (9.1211633 45.4756313),45.4756313,9.1211633,
531,node,745843689,"Via Caldera, 65",platform,POINT (9.0974495 45.4762983),45.4762983,9.0974495,
532,node,745843700,Via San Romanello - Via Novara,platform,POINT (9.0891506 45.482534),45.482534,9.0891506,
533,node,745843718,,platform,POINT (9.0886265 45.4835043),45.4835043,9.0886265,
534,node,745843722,Via Turbigo - Via Novara,platform,POINT (9.0716743 45.4898525),45.4898525,9.0716743,
535,node,745843752,Via Morelli - Via Silla,platform,POINT (9.076806 45.4930825),45.4930825,9.076806,
536,node,745843781,Via Novara - Via Silla,platform,POINT (9.0830829 45.4852519),45.4852519,9.0830829,
537,node,745843795,Via Togni - Via San Romanello,platform,POINT (9.0884663 45.4781921),45.4781921,9.0884663,
538,node,745843804,Via Marx - Via Cannizzaro,platform,POINT (9.1101875 45.4740931),45.4740931,9.1101875,
539,node,745843817,Via Togni - Via San Romanello,platform,POINT (9.0883014 45.478254),45.478254,9.0883014,
540,node,747373723,Via San Giusto - Via Ferreri,platform,POINT (9.1178223 45.4717159),45.4717159,9.1178223,
541,node,749915461,Piazzale Perrucchetti,platform,POINT (9.1276721 45.4656469),45.4656469,9.1276721,
542,node,749915469,Piazzale Perrucchetti,platform,POINT (9.127949 45.4659963),45.4659963,9.127949,
543,node,749915496,Piazzale Perrucchetti,platform,POINT (9.1271313 45.4662287),45.4662287,9.1271313,
544,node,749915501,Piazza Amati,platform,POINT (9.1265616 45.4681755),45.4681755,9.1265616,
545,node,776998377,Piazza Axum (Stadio Meazza),platform,POINT (9.1246795 45.4752359),45.4752359,9.1246795,
546,node,776998421,Via Capecelatro (Istituto Don Gnocchi),platform,POINT (9.1268064 45.4736644),45.4736644,9.1268064,
547,node,776998536,"Via Capecelatro, 64",platform,POINT (9.1286742 45.4719383),45.4719383,9.1286742,
548,node,776998611,"Via Capecelatro, 64",platform,POINT (9.128522 45.4724022),45.4724022,9.128522,
549,node,776998622,Via Capecelatro (Istituto Don Gnocchi),platform,POINT (9.1272891 45.4729829),45.4729829,9.1272891,
550,node,776998653,Via Capecelatro - Via Paravia,platform,POINT (9.1300622 45.4712376),45.4712376,9.1300622,
551,node,776998658,Via Capecelatro - Via Paravia,platform,POINT (9.1298019 45.4710671),45.4710671,9.1298019,
552,node,776998702,Via Morgantini - Via Capecelatro,platform,POINT (9.1322488 45.4695447),45.4695447,9.1322488,
553,node,776998708,Piazza Axum (Stadio Meazza),platform,POINT (9.1239953 45.4753137),45.4753137,9.1239953,
554,node,785897777,Roserio (Ospedale Sacco),platform,POINT (9.1192757 45.5171908),45.5171908,9.1192757,
555,node,785897978,Roserio (Ospedale Sacco),platform,POINT (9.1189579 45.5185292),45.5185292,9.1189579,
556,node,793812415,Viale Umbria - Via Comelico,platform,POINT (9.2151095 45.4537988),45.4537988,9.2151095,
557,node,886417884,,platform,POINT (9.2059886 45.399088),45.399088,9.2059886,
558,node,886547417,,platform,POINT (9.2091319 45.4028794),45.4028794,9.2091319,
559,node,886547790,,platform,POINT (9.2087729 45.4028863),45.4028863,9.2087729,
560,node,895947217,Lanza M2,platform,POINT (9.1821111 45.4716017),45.4716017,9.1821111,
561,node,935738120,Quartiere Sant'Ambrogio,platform,POINT (9.1568667 45.4310152),45.4310152,9.1568667,
562,node,935738124,Via De Nicola - Via San Vigilio,platform,POINT (9.1585214 45.4307327),45.4307327,9.1585214,
563,node,935738170,Via De Nicola - Via Voltri,platform,POINT (9.1562573 45.4313968),45.4313968,9.1562573,
564,node,959824616,Piazzale Lodi - Viale Umbria M3,stop_position,POINT (9.2107067 45.4481019),45.4481019,9.2107067,
565,node,959824618,Piazza Salgari,platform,POINT (9.2198953 45.4498818),45.4498818,9.2198953,
566,node,959824625,Sondrio M3,platform,POINT (9.2007207 45.4899338),45.4899338,9.2007207,
567,node,959824630,Via Tertulliano - Via Lattanzio,platform,POINT (9.2154965 45.4500689),45.4500689,9.2154965,
568,node,959824634,Viale Umbria - Via Muratori,platform,POINT (9.212408 45.4502854),45.4502854,9.212408,
569,node,959824649,Viale Sauro - Via Oldofredi,platform,POINT (9.197611 45.491357),45.491357,9.197611,
570,node,959824652,Viale Stelvio - Via Lario,platform,POINT (9.1910176 45.4931049),45.4931049,9.1910176,
571,node,959824653,Viale Gran Sasso - Via Garofalo,platform,POINT (9.2189776 45.4828257),45.4828257,9.2189776,
572,node,959824656,Viale Sauro - Via Oldofredi,platform,POINT (9.1969134 45.4914515),45.4914515,9.1969134,
573,node,959824657,Via Tertulliano - Via Decembrio,platform,POINT (9.2167636 45.4495446),45.4495446,9.2167636,
574,node,959824659,Viale Andrea Doria,platform,POINT (9.2132807 45.4854409),45.4854409,9.2132807,
575,node,959824660,Viale Umbria - Via Muratori,platform,POINT (9.2126321 45.4503596),45.4503596,9.2126321,
576,node,959824663,Viale Andrea Doria,platform,POINT (9.2120631 45.4857165),45.4857165,9.2120631,
577,node,959824666,Viale Gran Sasso - Via Garofalo,platform,POINT (9.2190863 45.482651),45.482651,9.2190863,
578,node,959824668,Via Caroncini - Via Tertulliano,platform,POINT (9.2181401 45.4495669),45.4495669,9.2181401,
579,node,959824671,Piazza Salgari,platform,POINT (9.2214453 45.4503846),45.4503846,9.2214453,
580,node,981872291,,platform,POINT (9.1132275 45.4548873),45.4548873,9.1132275,
581,node,981872301,Bisceglie M1,platform,POINT (9.1126428 45.4548866),45.4548866,9.1126428,
582,node,981872303,Bisceglie M1,platform,POINT (9.1126868 45.454788),45.454788,9.1126868,
583,node,981872304,Bisceglie M1,platform,POINT (9.1131988 45.4549891),45.4549891,9.1131988,
584,node,982682845,Bonola M1,platform,POINT (9.1107014 45.4964005),45.4964005,9.1107014,
585,node,982682846,Bonola M1,platform,POINT (9.1107156 45.4964492),45.4964492,9.1107156,
586,node,982682847,Bonola M1,platform,POINT (9.1107671 45.4964862),45.4964862,9.1107671,
587,node,982695592,Molino Dorino M1,stop_position,POINT (9.0932217 45.5049506),45.5049506,9.0932217,
588,node,982855592,Via Forze Armate - Via Nikolajevka,platform,POINT (9.1046883 45.4596656),45.4596656,9.1046883,
589,node,983814549,Via Forze Armate - Via Rismondo,platform,POINT (9.0948397 45.4606536),45.4606536,9.0948397,
590,node,989558668,Missori M3,stop_position,POINT (9.1888116 45.4602495),45.4602495,9.1888116,
591,node,992112751,Via Forze Armate - Via Sella Nuova,platform,POINT (9.1097233 45.4606067),45.4606067,9.1097233,
592,node,992112753,Via Forze Armate - Via Sella Nuova,platform,POINT (9.1097367 45.4604613),45.4604613,9.1097367,
593,node,992113410,Via Forze Armate - Via Cividale,platform,POINT (9.101392 45.4590791),45.4590791,9.101392,
594,node,994009755,Viale Molise,platform,POINT (9.224143 45.4567871),45.4567871,9.224143,
595,node,994089720,Viale Molise,platform,POINT (9.223897 45.4569154),45.4569154,9.223897,
596,node,994089728,Via Calvairate - Viale Molise,platform,POINT (9.2231345 45.4561171),45.4561171,9.2231345,
597,node,994089735,Via Calvairate Viale Molise,platform,POINT (9.2229543 45.4562583),45.4562583,9.2229543,
598,node,994118008,Viale Umbria - Via Pistrucci,platform,POINT (9.2166226 45.4552792),45.4552792,9.2166226,
599,node,994118017,Piazzale Martini - Via Ciceri Visconti,platform,POINT (9.221314 45.4559113),45.4559113,9.221314,
600,node,994132203,Viale Umbria - Via Maestri Campionesi,platform,POINT (9.2163043 45.4555527),45.4555527,9.2163043,
601,node,994147890,Via Maestri Campionesi - Viale Umbria,platform,POINT (9.2159492 45.4560903),45.4560903,9.2159492,
602,node,994147892,Via Cadore - Via Spartaco,platform,POINT (9.2126609 45.4573207),45.4573207,9.2126609,
603,node,994147895,Via Cadore - Via Spartaco,platform,POINT (9.212997 45.4579818),45.4579818,9.212997,
604,node,994147905,Via Cadore - Via Spartaco,platform,POINT (9.2123924 45.4578478),45.4578478,9.2123924,
605,node,994147907,Via Cadore - Via Spartaco,platform,POINT (9.2133109 45.4575916),45.4575916,9.2133109,
606,node,994183875,Via Spartaco - Via Morosini,platform,POINT (9.2111958 45.458382),45.458382,9.2111958,
607,node,994183913,Piazzale Martini - Via Greppi,platform,POINT (9.2193103 45.4572008),45.4572008,9.2193103,
608,node,994183921,Via Spartaco - Via Morosini,platform,POINT (9.210503 45.4585524),45.4585524,9.210503,
609,node,994183929,Viale Monte Nero - Via Spartaco,platform,POINT (9.2076829 45.4596361),45.4596361,9.2076829,
610,node,996118014,Viale Puglie,platform,POINT (9.2241585 45.449883),45.449883,9.2241585,
611,node,996118054,Piazzale Bologna,platform,POINT (9.2251275 45.4443003),45.4443003,9.2251275,
612,node,996190138,Via Faa' di Bruno,platform,POINT (9.22316 45.4515953),45.4515953,9.22316,
613,node,996572168,Rogoredo FS M3,platform,POINT (9.2372134 45.4337213),45.4337213,9.2372134,
614,node,996572180,Rogoredo FS M3,platform,POINT (9.2367366 45.4343074),45.4343074,9.2367366,
615,node,996572322,Rogoredo FS M3,platform,POINT (9.2403572 45.4323904),45.4323904,9.2403572,
616,node,997306488,Lanza M2,platform,POINT (9.1834022 45.4720052),45.4720052,9.1834022,
617,node,997306509,Lanza M2,platform,POINT (9.1810384 45.4715475),45.4715475,9.1810384,
618,node,998207278,Ripa di Porta Ticinese Via D'Adda,stop_position,POINT (9.1604273 45.4486347),45.4486347,9.1604273,
619,node,998638141,Acquario Civico,platform,POINT (9.1813067 45.4736241),45.4736241,9.1813067,
620,node,998638179,Acquario Civico,platform,POINT (9.1809821 45.4735902),45.4735902,9.1809821,
621,node,998759971,Ripa di Porta Ticinese - Via D'Adda,platform,POINT (9.1605176 45.4481567),45.4481567,9.1605176,
622,node,998807645,Piazzale Lugano,platform,POINT (9.1670899 45.4981176),45.4981176,9.1670899,
623,node,998807657,Piazzale Lugano,platform,POINT (9.1669648 45.4980628),45.4980628,9.1669648,
624,node,1003229677,Via Forze Armate - Via Osteno,platform,POINT (9.1143202 45.4601812),45.4601812,9.1143202,
625,node,1003229681,Via Forze Armate - Via Saint Bon,platform,POINT (9.1194409 45.4611926),45.4611926,9.1194409,
626,node,1003229692,Via Forze Armate - Viale Pisa,platform,POINT (9.135815 45.4631879),45.4631879,9.135815,
627,node,1003229702,Via Forze Armate - Via Olivieri,platform,POINT (9.1167469 45.460782),45.460782,9.1167469,
628,node,1003229707,Via Forze Armate - Via Cividale,platform,POINT (9.1008855 45.4595361),45.4595361,9.1008855,
629,node,1003229715,Via Forze Armate - Via Fratelli di Dio,platform,POINT (9.0977961 45.4601781),45.4601781,9.0977961,
630,node,1003229718,Via Forze Armate - Via Cividale,platform,POINT (9.1013289 45.4596029),45.4596029,9.1013289,
631,node,1003229728,Via Forze Armate - Via Saint Bon,platform,POINT (9.1191025 45.4612972),45.4612972,9.1191025,
632,node,1003229735,Via Forze Armate - Via Olivieri,platform,POINT (9.1166947 45.4606283),45.4606283,9.1166947,
633,node,1003229737,Via Forze Armate - Via Osteno,platform,POINT (9.1138518 45.4603225),45.4603225,9.1138518,
634,node,1003229752,Via Forze Armate - Via Fratelli di Dio,platform,POINT (9.0985482 45.4599445),45.4599445,9.0985482,
635,node,1003276458,Via Forze Armate - Via Sella Nuova,platform,POINT (9.1094219 45.4597608),45.4597608,9.1094219,
636,node,1003276459,Via Cabella - Via Gozzoli,platform,POINT (9.0906656 45.458332),45.458332,9.0906656,
637,node,1003276463,Via Forze Armate - Via Sella Nuova,platform,POINT (9.1091419 45.4600991),45.4600991,9.1091419,
638,node,1003276465,Via Cabella - Via Da Rosciate,platform,POINT (9.092289 45.4589513),45.4589513,9.092289,
639,node,1003276466,Via Cabella - Via Gozzoli,platform,POINT (9.0906581 45.4584325),45.4584325,9.0906581,
640,node,1003276473,Via Cabella - Via Da Rosciate,platform,POINT (9.0923637 45.4588286),45.4588286,9.0923637,
641,node,1004444450,Via Bagarotti - Via Gozzoli,platform,POINT (9.0917499 45.4562457),45.4562457,9.0917499,
642,node,1004444476,De Angeli M1,platform,POINT (9.1497364 45.4667553),45.4667553,9.1497364,
643,node,1004444491,Via Forze Armate - Viale Pisa,platform,POINT (9.1348322 45.4632129),45.4632129,9.1348322,
644,node,1006057366,Piazzale Tripoli,platform,POINT (9.1488138 45.4597224),45.4597224,9.1488138,
645,node,1006057367,Inganni M1,platform,POINT (9.1215827 45.4574979),45.4574979,9.1215827,
646,node,1006057386,Inganni M1,platform,POINT (9.1214592 45.4572833),45.4572833,9.1214592,
647,node,1006191591,Via dei Giacinti - Via dei Gigli,platform,POINT (9.1339511 45.4511521),45.4511521,9.1339511,
648,node,1009311669,Via Rembrandt - Via Capecelatro,platform,POINT (9.1337076 45.4676959),45.4676959,9.1337076,
649,node,1009311749,Piazzale Selinunte,platform,POINT (9.1367467 45.4720472),45.4720472,9.1367467,
650,node,1009311797,Piazza Melozzo da Forlì,platform,POINT (9.1316293 45.4680245),45.4680245,9.1316293,
651,node,1009311852,Viale Aretusa - Via Civitali,platform,POINT (9.1369088 45.4689998),45.4689998,9.1369088,
652,node,1009311871,Piazza Melozzo da Forlì,platform,POINT (9.1309677 45.4678369),45.4678369,9.1309677,
653,node,1009311915,Via Rembrandt - Viale Aretusa,platform,POINT (9.1377025 45.4674128),45.4674128,9.1377025,
654,node,1009311952,,platform,POINT (9.1479915 45.4834973),45.4834973,9.1479915,
655,node,1009311965,Piazzale Velasquez,platform,POINT (9.1409402 45.4673939),45.4673939,9.1409402,
656,node,1009311968,,platform,POINT (9.1492312 45.4831303),45.4831303,9.1492312,
657,node,1009312027,Via Colleoni (Fieramilanocity),platform,POINT (9.1506492 45.4806328),45.4806328,9.1506492,
658,node,1009312067,Piazzale Selinunte,platform,POINT (9.1381007 45.4720823),45.4720823,9.1381007,
659,node,1009312095,,platform,POINT (9.1465482 45.4846038),45.4846038,9.1465482,
660,node,1009312121,Piazzale Velasquez,platform,POINT (9.1412218 45.46733),45.46733,9.1412218,
661,node,1011790277,Via Lessona - Via Trilussa,platform,POINT (9.1365676 45.5134453),45.5134453,9.1365676,
662,node,1011790316,Via Primaticcio - Via Forze Armate,platform,POINT (9.1279528 45.4626775),45.4626775,9.1279528,
663,node,1011790353,Via Varesina - Via Monte Altissimo,platform,POINT (9.1417422 45.5006996),45.5006996,9.1417422,
664,node,1011790361,Via Eritrea - Via De Pisis,platform,POINT (9.1369799 45.512126),45.512126,9.1369799,
665,node,1011790364,Via Olivieri - Via Forze Armate,platform,POINT (9.1147991 45.4625161),45.4625161,9.1147991,
666,node,1011790393,Via Rismondo - Via da Baggio,platform,POINT (9.0918465 45.4645779),45.4645779,9.0918465,
667,node,1011790396,Via Varesina - Via Monte Altissimo,platform,POINT (9.1419822 45.5006537),45.5006537,9.1419822,
668,node,1011790398,Certosa,stop_position,POINT (9.1380496 45.5086174),45.5086174,9.1380496,
669,node,1011790409,Via Varesina - Via Mola,platform,POINT (9.1448537 45.4979791),45.4979791,9.1448537,
670,node,1011790418,Via Forze Armate - Via Labus,platform,POINT (9.1235256 45.4622382),45.4622382,9.1235256,
671,node,1011790481,Via Primaticcio - Via Forze Armate,platform,POINT (9.1271522 45.4630071),45.4630071,9.1271522,
672,node,1011790502,Via Varesina - Via Mola,platform,POINT (9.1441521 45.4987405),45.4987405,9.1441521,
673,node,1018022682,San Donato M3,platform,POINT (9.2575691 45.4290203),45.4290203,9.2575691,
674,node,1018022684,San Donato M3,platform,POINT (9.2565338 45.429018),45.429018,9.2565338,
675,node,1027462220,Roserio (Ospedale Sacco),platform,POINT (9.1189852 45.5182662),45.5182662,9.1189852,
676,node,1028229243,Via Da Seregno - Via Astesani,platform,POINT (9.1702209 45.5201597),45.5201597,9.1702209,
677,node,1028305084,,platform,POINT (9.163632 45.4611371),45.4611371,9.163632,
678,node,1028305247,Conciliazione M1,platform,POINT (9.1654542 45.4679827),45.4679827,9.1654542,
679,node,1028444145,Via Vigevano - Viale Gorizia,stop_position,POINT (9.1762942 45.452664),45.452664,9.1762942,
680,node,1028830776,Colonne di San Lorenzo,platform,POINT (9.1812712 45.4572427),45.4572427,9.1812712,
681,node,1028830979,Colonne di San Lorenzo,platform,POINT (9.1811507 45.4573893),45.4573893,9.1811507,
682,node,1030280352,Cascina California,platform,POINT (9.1923725 45.5217696),45.5217696,9.1923725,
683,node,1030280471,Niguarda (Parco Nord),platform,POINT (9.1925542 45.5243032),45.5243032,9.1925542,
684,node,1030280474,Cascina California,platform,POINT (9.1921148 45.5229),45.5229,9.1921148,
685,node,1039358099,Via Abruzzi - Via Milano (Redecesio),platform,POINT (9.2696205 45.4792114),45.4792114,9.2696205,
686,node,1039358789,Redecesio,platform,POINT (9.269249 45.4763866),45.4763866,9.269249,
687,node,1039362561,Lavanderie,platform,POINT (9.2680674 45.4874783),45.4874783,9.2680674,
688,node,1097841709,Via Rubattino - Tangenziale Est,platform,POINT (9.2541144 45.4777407),45.4777407,9.2541144,
689,node,1097841716,Via Rubattino - Via Pitteri,platform,POINT (9.2476532 45.4763208),45.4763208,9.2476532,
690,node,1097841737,"Via Rubattino, 81",platform,POINT (9.2570823 45.478431),45.478431,9.2570823,
691,node,1097841741,Via Rubattino - Tangenziale Est,platform,POINT (9.253768 45.4779401),45.4779401,9.253768,
692,node,1097841742,"Via Rubattino, 6",platform,POINT (9.2489661 45.4766058),45.4766058,9.2489661,
693,node,1097841743,Via Rubattino - Via Pitteri,platform,POINT (9.2478425 45.4766144),45.4766144,9.2478425,
694,node,1097841752,"Via Rubattino, 81",platform,POINT (9.256169 45.4785231),45.4785231,9.256169,
695,node,1099496532,Via Redecesio - Via Borioli (Lavandiere),platform,POINT (9.2683911 45.4872993),45.4872993,9.2683911,
696,node,1102335960,Via Giuseppe Di Vittorio - Via Kennedy (Segrate),platform,POINT (9.3010399 45.4982709),45.4982709,9.3010399,
697,node,1102335961,Via Giuseppe Di Vittorio - Via Buozzi (Segrate),platform,POINT (9.3008226 45.5061157),45.5061157,9.3008226,
698,node,1102335962,Via Monzese - Via Nenni (Rovagnasco),platform,POINT (9.2887231 45.497436),45.497436,9.2887231,
699,node,1102335978,Via Giuseppe Di Vittorio - Via Buozzi (Segrate),platform,POINT (9.3010437 45.506127),45.506127,9.3010437,
700,node,1102335984,,platform,POINT (9.2910191 45.4955673),45.4955673,9.2910191,
701,node,1102335997,,platform,POINT (9.2974618 45.4876589),45.4876589,9.2974618,
702,node,1102336009,,platform,POINT (9.2980036 45.4875743),45.4875743,9.2980036,
703,node,1102336023,Via Giuseppe Di Vittorio - Via Morelli (Segrate),platform,POINT (9.301002 45.5043444),45.5043444,9.301002,
704,node,1102336025,Via Giuseppe Di Vittorio - Via Morelli (Segrate),platform,POINT (9.3008548 45.5033749),45.5033749,9.3008548,
705,node,1102336027,,platform,POINT (9.3001815 45.497831),45.497831,9.3001815,
706,node,1102336030,Via Cassanese - Via Giovanni XXIII (Segrate),platform,POINT (9.293822 45.4975638),45.4975638,9.293822,
707,node,1102336043,Via Modigliani Via Primo Maggio (Segrate),platform,POINT (9.2909242 45.4874536),45.4874536,9.2909242,
708,node,1102336045,,platform,POINT (9.3001869 45.4975658),45.4975658,9.3001869,
709,node,1102336049,Via Modigliani Via Primo Maggio (Segrate),platform,POINT (9.2908287 45.4873675),45.4873675,9.2908287,
710,node,1102336058,Via Morandi - Via Cristei (Segrate),platform,POINT (9.2986204 45.4895449),45.4895449,9.2986204,
711,node,1103678784,Via Rombon (Sacro Cuore),platform,POINT (9.2541105 45.4868717),45.4868717,9.2541105,
712,node,1112456261,San Babila M1,platform,POINT (9.1983594 45.467646),45.467646,9.1983594,
713,node,1112456268,San Babila M1,platform,POINT (9.1970964 45.4650637),45.4650637,9.1970964,
714,node,1112456283,San Babila M1,platform,POINT (9.1968777 45.4648337),45.4648337,9.1968777,
715,node,1119024747,Via Boncompagni - Via Avezzana,platform,POINT (9.2279747 45.4396578),45.4396578,9.2279747,
716,node,1134256752,Via Olivieri - Via Forze Armate,platform,POINT (9.1150131 45.4616034),45.4616034,9.1150131,
717,node,1137794310,Via Forze Armate - Via Rismondo,platform,POINT (9.0952108 45.4604619),45.4604619,9.0952108,
718,node,1137802570,Via Rismondo - Via Canevari,platform,POINT (9.0927958 45.4629808),45.4629808,9.0927958,
719,node,1137802579,Via Rismondo - Via Canevari,platform,POINT (9.0931704 45.4625991),45.4625991,9.0931704,
720,node,1137818886,Via Diotti,platform,POINT (9.0874133 45.4690206),45.4690206,9.0874133,
