,element_type,osmid,name,public_transport,geometry,lat,lon,icona
721,node,1137818887,Via Diotti,platform,POINT (9.086703 45.4690543),45.4690543,9.086703,
722,node,1137830092,Via Frigerio - Via Amantea,platform,POINT (9.0841137 45.4656972),45.4656972,9.0841137,
723,node,1137830094,Via Budrio - Via Frigerio,platform,POINT (9.083515 45.4671938),45.4671938,9.083515,
724,node,1137830095,Via Quinto Romano - Via Budrio,platform,POINT (9.0846472 45.4678849),45.4678849,9.0846472,
725,node,1137872245,Via Noale - Via Cusago,platform,POINT (9.083219 45.4610374),45.4610374,9.083219,
726,node,1137872285,Baggio Via Noale,platform,POINT (9.0842879 45.4593951),45.4593951,9.0842879,
727,node,1138036121,Via Mosca - Via Val d'Intelvi,platform,POINT (9.0883543 45.459628),45.459628,9.0883543,
728,node,1198691033,Via Palizzi - Via Mambretti,stop_position,POINT (9.1346453 45.5085014),45.5085014,9.1346453,
729,node,1272557317,P.za Sant'Ambrogio - Via Carducci,platform,POINT (9.1737528 45.4626786),45.4626786,9.1737528,
730,node,1272557326,Via Molino delle Armi - Piazza Vetra,platform,POINT (9.1829832 45.456816),45.456816,9.1829832,
731,node,1272557340,Lodi TIBB M3,platform,POINT (9.2109481 45.4467328),45.4467328,9.2109481,
732,node,1272557344,Crocetta M3,platform,POINT (9.1964686 45.4556464),45.4556464,9.1964686,
733,node,1272557365,Lodi M3,platform,POINT (9.2081718 45.4469917),45.4469917,9.2081718,
734,node,1272557389,Lodi TIBB M3,platform,POINT (9.2110826 45.4469561),45.4469561,9.2110826,
735,node,1272557454,Piazza Resistenza Partigiana,platform,POINT (9.1770335 45.4591461),45.4591461,9.1770335,
736,node,1272557510,Crocetta M3,platform,POINT (9.1962804 45.455871),45.455871,9.1962804,
737,node,1272557552,Corso Lodi - Via Friuli,platform,POINT (9.2082468 45.4485373),45.4485373,9.2082468,
738,node,1272557584,Sant'Ambrogio,platform,POINT (9.1738458 45.4611857),45.4611857,9.1738458,
739,node,1272557592,Via Molino delle Armi - Piazza Vetra,platform,POINT (9.1832193 45.4569413),45.4569413,9.1832193,
740,node,1272557608,Brenta,platform,POINT (9.217896 45.442926),45.442926,9.217896,
741,node,1272557630,Via Santa Sofia - Via San Senatore,platform,POINT (9.1902022 45.4569668),45.4569668,9.1902022,
742,node,1272557684,Corvetto M3,platform,POINT (9.2226351 45.4409097),45.4409097,9.2226351,
743,node,1272557722,Corso Lodi - Via Friuli,platform,POINT (9.2085829 45.4482048),45.4482048,9.2085829,
744,node,1272557753,Corvetto M3,platform,POINT (9.2229364 45.4404891),45.4404891,9.2229364,
745,node,1272557776,,platform,POINT (9.1975441 45.4478268),45.4478268,9.1975441,
746,node,1272557793,Via Santa Sofia - Via San Senatore,platform,POINT (9.1903718 45.4569204),45.4569204,9.1903718,
747,node,1272557798,Porta Romana M3,platform,POINT (9.203554 45.4512459),45.4512459,9.203554,
748,node,1272557834,Lodi M3,platform,POINT (9.2086824 45.446823),45.446823,9.2086824,
749,node,1273595512,Piazza Vesuvio,platform,POINT (9.1594667 45.4603908),45.4603908,9.1594667,
750,node,1273595518,Via Berna - Viale Legioni Romane,platform,POINT (9.1258307 45.4584425),45.4584425,9.1258307,
751,node,1273595527,Via Berna - Viale Legioni Romane,platform,POINT (9.1265586 45.4588441),45.4588441,9.1265586,
752,node,1273595530,Piazzale Aquileia,platform,POINT (9.1624078 45.4613861),45.4613861,9.1624078,
753,node,1273595532,Via Zurigo - Via Carozzi,platform,POINT (9.1182195 45.4566272),45.4566272,9.1182195,
754,node,1273595537,Piazzale Aquileia,platform,POINT (9.1621599 45.4613931),45.4613931,9.1621599,
755,node,1273595542,Via Soderini - Via D'Alviano,platform,POINT (9.1395406 45.455635),45.455635,9.1395406,
756,node,1273595550,Via Washington - Via Costanza,platform,POINT (9.1552776 45.4599058),45.4599058,9.1552776,
757,node,1273595555,Piazza Vesuvio,platform,POINT (9.1595652 45.4602766),45.4602766,9.1595652,
758,node,1273633811,Largo Brasilia,platform,POINT (9.1354758 45.4518555),45.4518555,9.1354758,
759,node,1273633817,Via Lorenteggio - Via Primaticcio,platform,POINT (9.1363897 45.4500249),45.4500249,9.1363897,
760,node,1273655589,P.za Piemonte,platform,POINT (9.1552927 45.4655978),45.4655978,9.1552927,
761,node,1273655591,Via Washington - Via Pirandello,platform,POINT (9.1551364 45.4626658),45.4626658,9.1551364,
762,node,1273655598,Piazza Bolivar,platform,POINT (9.1520084 45.4550901),45.4550901,9.1520084,
763,node,1273665587,Piazza Vesuvio,platform,POINT (9.1601435 45.4601516),45.4601516,9.1601435,
764,node,1273702741,Bande Nere M1,platform,POINT (9.1365758 45.4624221),45.4624221,9.1365758,
765,node,1273702747,Via Sardegna - Piazzale Tripoli,platform,POINT (9.1504606 45.4614227),45.4614227,9.1504606,
766,node,1273702764,Pagano M1,platform,POINT (9.1597583 45.4685319),45.4685319,9.1597583,
767,node,1273702767,Wagner M1,platform,POINT (9.1565922 45.467881),45.467881,9.1565922,
768,node,1273702784,Wagner M1,platform,POINT (9.1563955 45.4680103),45.4680103,9.1563955,
769,node,1273702791,Pagano M1,platform,POINT (9.160989 45.4681671),45.4681671,9.160989,
770,node,1273702802,Pagano M1,platform,POINT (9.1600442 45.4683134),45.4683134,9.1600442,
771,node,1273736294,Viale Caterina da Forlì - Via Marostica,platform,POINT (9.1413675 45.4603231),45.4603231,9.1413675,
772,node,1273736296,Viale Caterina da Forlì - Via Marostica,platform,POINT (9.1421062 45.4608409),45.4608409,9.1421062,
773,node,1273736302,Viale Caterina da Forlì - Via Fezzan,platform,POINT (9.1455784 45.4595576),45.4595576,9.1455784,
774,node,1273736308,Piazzale Bande Nere - Viale Caterina da Forlì,platform,POINT (9.1392655 45.4613614),45.4613614,9.1392655,
775,node,1273742525,Piazzale Bande Nere - Viale Caterina da Forlì,platform,POINT (9.1390642 45.4607326),45.4607326,9.1390642,
776,node,1273749690,Via Cimarosa - Via Monferrato,platform,POINT (9.1575592 45.4655777),45.4655777,9.1575592,
777,node,1276273393,Via Litta Modignani - Via Comasina,platform,POINT (9.165161 45.5237346),45.5237346,9.165161,
778,node,1276273403,Via Litta Modignani - Via Comasina,platform,POINT (9.1642246 45.5237095),45.5237095,9.1642246,
779,node,1276273408,Via Litta Modignani - Via Sacro Cuore,platform,POINT (9.1624625 45.5232234),45.5232234,9.1624625,
780,node,1276273411,Via Litta Modignani - Via Sacro Cuore,platform,POINT (9.1626138 45.523405),45.523405,9.1626138,
781,node,1276273423,Via Litta Modignani - Via Bovisasca,platform,POINT (9.1529876 45.5214275),45.5214275,9.1529876,
782,node,1276273425,Via Litta Modignani - Via Bovisasca,platform,POINT (9.1527012 45.5215313),45.5215313,9.1527012,
783,node,1276320492,Cimitero di Bruzzano,platform,POINT (9.1818089 45.5280892),45.5280892,9.1818089,
784,node,1276320582,Cimitero di Bruzzano,platform,POINT (9.1814801 45.5288232),45.5288232,9.1814801,
785,node,1276400883,Ospedale Galeazzi,platform,POINT (9.1741606 45.5226257),45.5226257,9.1741606,
786,node,1276400897,Comasina M3,platform,POINT (9.1630618 45.5294694),45.5294694,9.1630618,
787,node,1276400927,Ospedale Galeazzi,platform,POINT (9.1752383 45.523141),45.523141,9.1752383,
788,node,1276417089,Via da Seregno - Via Pasta,platform,POINT (9.1787228 45.5245948),45.5245948,9.1787228,
789,node,1276417092,Via Da Seregno - Via Astesani,platform,POINT (9.1707997 45.5203597),45.5203597,9.1707997,
790,node,1276417093,Via da Seregno - Via Pasta,platform,POINT (9.178946 45.5244063),45.5244063,9.178946,
791,node,1276478031,Via Gabbro - Via Assietta,platform,POINT (9.1601023 45.5169973),45.5169973,9.1601023,
792,node,1276478077,Via Nicolodi - Via Tukory,platform,POINT (9.1617685 45.5121739),45.5121739,9.1617685,
793,node,1276478093,Via Maffi - Via Sertoli,platform,POINT (9.150501 45.5166628),45.5166628,9.150501,
794,node,1276478094,Quartiere Bovisasca,platform,POINT (9.1607294 45.5151289),45.5151289,9.1607294,
795,node,1276478112,Via Nicolodi - Via Pedroni,platform,POINT (9.1646811 45.5122711),45.5122711,9.1646811,
796,node,1276478121,Via Bovisasca - Via Maffi,platform,POINT (9.1540105 45.5181548),45.5181548,9.1540105,
797,node,1276478123,Via Gabbro - Via Bovisasca,platform,POINT (9.1577509 45.5146145),45.5146145,9.1577509,
798,node,1276502116,Viale Rubicone - Via Da Seregno,platform,POINT (9.1732744 45.522624),45.522624,9.1732744,
799,node,1277721731,Via Cassinis - Via Pallia,platform,POINT (9.2337172 45.4356851),45.4356851,9.2337172,
800,node,1277721734,"Via Sulmona, 23",platform,POINT (9.2277414 45.4445011),45.4445011,9.2277414,
801,node,1277721737,Via Boncompagni - Via Pallia,platform,POINT (9.2341281 45.4368225),45.4368225,9.2341281,
802,node,1277721740,Porto di Mare M3,platform,POINT (9.2318586 45.4378851),45.4378851,9.2318586,
803,node,1277721745,"Via Sulmona, 23",platform,POINT (9.227495 45.4446694),45.4446694,9.227495,
804,node,1277721746,Via Toffetti,platform,POINT (9.2309565 45.4443047),45.4443047,9.2309565,
805,node,1277732178,Viale Omero,platform,POINT (9.2245822 45.4327245),45.4327245,9.2245822,
806,node,1277834061,L.go Abbagnano (Comasina M3),platform,POINT (9.1644107 45.5266342),45.5266342,9.1644107,
807,node,1277834071,Via Ciccotti (Affori FN M3),platform,POINT (9.1660459 45.5222566),45.5222566,9.1660459,
808,node,1277834092,Via Litta Modignani - Via Salemi,platform,POINT (9.1588995 45.5225639),45.5225639,9.1588995,
809,node,1277834103,Ospedale Galeazzi,platform,POINT (9.1752307 45.5237888),45.5237888,9.1752307,
810,node,1277834111,"Via Litta Modignani, 72",platform,POINT (9.1570356 45.5223225),45.5223225,9.1570356,
811,node,1277834138,Via Gentile da Fabriano,platform,POINT (9.1502526 45.5158912),45.5158912,9.1502526,
812,node,1277834152,Via Bovisasca - Via Maffi,platform,POINT (9.1544527 45.5186922),45.5186922,9.1544527,
813,node,1277834154,Via Comasina - Via Novate,platform,POINT (9.1623296 45.5309454),45.5309454,9.1623296,
814,node,1277834174,Via Ciccotti (Affori FN M3),platform,POINT (9.1667518 45.5223635),45.5223635,9.1667518,
815,node,1277834175,Via Ornato - Via Aldo Moro,platform,POINT (9.1919411 45.5263837),45.5263837,9.1919411,
816,node,1277834225,"Via Litta Modignani, 72",platform,POINT (9.1569125 45.5221782),45.5221782,9.1569125,
817,node,1277834240,Via Oroboni - Via Senigallia,platform,POINT (9.1670833 45.5292489),45.5292489,9.1670833,
818,node,1277834262,Viale Rubicone - Via Oroboni,platform,POINT (9.1657059 45.5287245),45.5287245,9.1657059,
819,node,1277834264,Via Ippocrate Via Ciccotti,platform,POINT (9.1639126 45.522381),45.522381,9.1639126,
820,node,1277834274,Cimitero di Bruzzano,platform,POINT (9.181873 45.5278705),45.5278705,9.181873,
821,node,1277834295,Via Acerbi - Via Martinazzoli,platform,POINT (9.1751068 45.528303),45.528303,9.1751068,
822,node,1277834337,Via Sant'Arnaldo - Via Pasta,platform,POINT (9.1772366 45.5254542),45.5254542,9.1772366,
823,node,1277834347,Via Bovisasca - Via Gabbro,platform,POINT (9.1567693 45.5152316),45.5152316,9.1567693,
824,node,1277834368,Via Bovisasca - Via El Alamein,platform,POINT (9.1553001 45.5170516),45.5170516,9.1553001,
825,node,1277834371,Via Satta - Via Pascarella,platform,POINT (9.1421772 45.5175088),45.5175088,9.1421772,
826,node,1277834396,Quartiere Bruzzano,platform,POINT (9.1734949 45.5265618),45.5265618,9.1734949,
827,node,1277834449,Via Senna - Via Fontanelli,platform,POINT (9.1736235 45.5250461),45.5250461,9.1736235,
828,node,1277834452,Via Sacro Cuore,platform,POINT (9.1628402 45.524438),45.524438,9.1628402,
829,node,1277834459,Via Satta - Via Pascarella,platform,POINT (9.141921 45.5175602),45.5175602,9.141921,
830,node,1277834466,Largo Abbagnano (Comasina M3),platform,POINT (9.1648176 45.5269591),45.5269591,9.1648176,
831,node,1277834472,Via Senigallia,platform,POINT (9.1681136 45.5321193),45.5321193,9.1681136,
832,node,1277834492,Via Casarsa - Piazza Fortunato,platform,POINT (9.174623 45.5244555),45.5244555,9.174623,
833,node,1277834493,Quartiere Comasina,platform,POINT (9.161286 45.5254284),45.5254284,9.161286,
834,node,1277834582,Via Esculapio,platform,POINT (9.1622941 45.5247694),45.5247694,9.1622941,
835,node,1277834597,Via Acerbi - Via Capsoni,platform,POINT (9.1734946 45.5286922),45.5286922,9.1734946,
836,node,1277834607,Comasina M3,platform,POINT (9.1634437 45.5282184),45.5282184,9.1634437,
837,node,1277834618,Via Ciccotti - Affori,platform,POINT (9.1670053 45.5231225),45.5231225,9.1670053,
838,node,1277834624,Via Forni - Via Da Novate,platform,POINT (9.1659527 45.5261067),45.5261067,9.1659527,
839,node,1277834635,Affori FN/M3,platform,POINT (9.1696334 45.5201513),45.5201513,9.1696334,
840,node,1277834649,Via Merloni,platform,POINT (9.1647077 45.5252296),45.5252296,9.1647077,
841,node,1277834664,Quartiere Comasina,stop_position,POINT (9.1612267 45.5254368),45.5254368,9.1612267,
842,node,1277834699,Via Litta Modignani - Via Salemi,platform,POINT (9.1602863 45.5229779),45.5229779,9.1602863,
843,node,1277834725,Affori FN/M3,platform,POINT (9.1695747 45.5201015),45.5201015,9.1695747,
844,node,1277834727,Via Bovisasca - Via El Alamein,platform,POINT (9.1562198 45.5171596),45.5171596,9.1562198,
845,node,1279480910,Via Senato (Archivio di Stato),platform,POINT (9.1974886 45.470271),45.470271,9.1974886,
846,node,1279480912,Corso Venezia - Via Senato,stop_position,POINT (9.1987407 45.4693084),45.4693084,9.1987407,
847,node,1279480916,Via Monte di Pietà - Via Verdi,platform,POINT (9.18924 45.4692448),45.4692448,9.18924,
848,node,1279480918,Via Fatebenefratelli - Corso Porta Nuova,platform,POINT (9.1905853 45.4732543),45.4732543,9.1905853,
849,node,1279480923,Montenapoleone M3,platform,POINT (9.1917717 45.4701109),45.4701109,9.1917717,
850,node,1279480925,Piazza Cavour,platform,POINT (9.1957764 45.4718503),45.4718503,9.1957764,
851,node,1279480929,Via Cusani,platform,POINT (9.1846307 45.4687272),45.4687272,9.1846307,
852,node,1279480935,P.za Cavour,platform,POINT (9.1944481 45.4724684),45.4724684,9.1944481,
853,node,1279507440,S. Babila M1,platform,POINT (9.1982934 45.4655168),45.4655168,9.1982934,
854,node,1279617607,Via Visconti di Modrone,platform,POINT (9.1998155 45.4657011),45.4657011,9.1998155,
855,node,1279657058,Palestro M1,platform,POINT (9.2028029 45.4723743),45.4723743,9.2028029,
856,node,1279657064,Palestro,platform,POINT (9.2027503 45.4719675),45.4719675,9.2027503,
857,node,1279675102,Lima M1,platform,POINT (9.2104972 45.4802906),45.4802906,9.2104972,
858,node,1279695348,Piazzale Loreto - Via Pergolesi,platform,POINT (9.2142752 45.4830144),45.4830144,9.2142752,
859,node,1279695361,Piazzale Loreto - Via Pergolesi,platform,POINT (9.2134077 45.4836156),45.4836156,9.2134077,
860,node,1279742021,Caiazzo M2,platform,POINT (9.2094017 45.4854827),45.4854827,9.2094017,
861,node,1279742023,Sondrio M3,platform,POINT (9.2003243 45.4899527),45.4899527,9.2003243,
862,node,1279742024,Via Farini - Viale Stelvio,platform,POINT (9.1857766 45.4943975),45.4943975,9.1857766,
863,node,1279742035,Caiazzo M2,platform,POINT (9.2094341 45.4855641),45.4855641,9.2094341,
864,node,1279742037,Zara M3 M5,platform,POINT (9.193828 45.4921834),45.4921834,9.193828,
865,node,1279742039,Via Farini - Viale Stelvio,platform,POINT (9.185647 45.494527),45.494527,9.185647,
866,node,1279742050,Piazza Luigi di Savoia (Stazione Centrale),platform,POINT (9.207358 45.4865112),45.4865112,9.207358,
867,node,1279742053,Zara,platform,POINT (9.1939701 45.4924107),45.4924107,9.1939701,
868,node,1279742054,Zara M3 M5,platform,POINT (9.1934208 45.492468),45.492468,9.1934208,
869,node,1279742061,Miano Viale Zara 52 - MM3 (dep. ATM),platform,POINT (9.1932098 45.4939014),45.4939014,9.1932098,
870,node,1279742063,Piazza Luigi di Savoia,platform,POINT (9.2072566 45.4866591),45.4866591,9.2072566,
871,node,1279742065,Via Farini - Viale Stelvio,platform,POINT (9.1858454 45.4945552),45.4945552,9.1858454,
872,node,1279742073,Zara M3 M5,platform,POINT (9.1933501 45.4924),45.4924,9.1933501,
873,node,1283536253,Greco,platform,POINT (9.2141109 45.513447),45.513447,9.2141109,
874,node,1283536254,Via Emanueli - Viale Sarca,platform,POINT (9.2088712 45.5144561),45.5144561,9.2088712,
875,node,1284581959,Via Forze Armate - Piazza Bettini,platform,POINT (9.131122 45.4631146),45.4631146,9.131122,
876,node,1284582060,Via Forze Armate - Piazza Bettini,platform,POINT (9.1325482 45.4629869),45.4629869,9.1325482,
877,node,1284926939,Via Bagarotti - Via Da Rosciate,platform,POINT (9.093888 45.4573546),45.4573546,9.093888,
878,node,1284926944,Via Bagarotti - Via Da Rosciate,platform,POINT (9.0933921 45.4569208),45.4569208,9.0933921,
879,node,1284926961,Via Bagarotti - Via Gozzoli,platform,POINT (9.0903718 45.4560191),45.4560191,9.0903718,
880,node,1284926984,Via Bagarotti - Via Da Rosciate,platform,POINT (9.0940393 45.4573797),45.4573797,9.0940393,
881,node,1284926996,De Angeli M1,platform,POINT (9.147723 45.4663732),45.4663732,9.147723,
882,node,1284927009,Via Bagarotti - Via Valsesia,platform,POINT (9.0964512 45.4578301),45.4578301,9.0964512,
883,node,1284927074,Primaticcio M1,platform,POINT (9.129547 45.4600635),45.4600635,9.129547,
884,node,1284927083,De Angeli M1,platform,POINT (9.1479622 45.4663076),45.4663076,9.1479622,
885,node,1284927099,Via Forze Armate - Via Cividale,platform,POINT (9.1009676 45.4588014),45.4588014,9.1009676,
886,node,1284927115,Via Viterbo - Via Lucca,platform,POINT (9.1121527 45.4570599),45.4570599,9.1121527,
887,node,1284927124,Via Bagarotti - Via Da Rosciate,platform,POINT (9.0936374 45.4568079),45.4568079,9.0936374,
888,node,1284927131,Via Viterbo - Via Lucca,platform,POINT (9.1126147 45.4570292),45.4570292,9.1126147,
889,node,1284927139,Via Ulivi - Via Larici,platform,POINT (9.0835661 45.4542458),45.4542458,9.0835661,
890,node,1286915409,Via Astesani - Via Zanoli,platform,POINT (9.1726291 45.5155391),45.5155391,9.1726291,
891,node,1286915419,Dergano M3,platform,POINT (9.1796049 45.5055096),45.5055096,9.1796049,
892,node,1286915421,Via Imbonati - Via Monte San Genesio,platform,POINT (9.1831834 45.5001422),45.5001422,9.1831834,
893,node,1289529721,Ospedale Maggiore (Niguarda),platform,POINT (9.1897846 45.5095223),45.5095223,9.1897846,
894,node,1289529758,Via Benefattori dell'Ospedale,platform,POINT (9.1886211 45.5071365),45.5071365,9.1886211,
895,node,1290758218,"Via Comasina, 121 (Max Meyer)",stop_position,POINT (9.1612865 45.5338179),45.5338179,9.1612865,
896,node,1293986598,Maciachini M3,platform,POINT (9.1847351 45.4978436),45.4978436,9.1847351,
897,node,1293986601,Sondrio M3,platform,POINT (9.2002784 45.4887655),45.4887655,9.2002784,
