,name,geometry,lat,lon
1115,,"POLYGON ((9.2927066 45.4925861, 9.2933907 45.4924853, 9.2934598 45.4924203, 9.2932433 45.4923017, 9.2932415 45.4922226, 9.2927139 45.4922073, 9.2927066 45.4925861))",9.2927066,45.4925861
1116,,"POLYGON ((9.291541 45.4891565, 9.2915468 45.4893032, 9.2915539 45.4894886, 9.2917203 45.4894852, 9.2916985 45.4891124, 9.291541 45.4891565))",9.291541,45.4891565
1117,,"POLYGON ((9.3004105 45.4901999, 9.3007458 45.4902006, 9.3007494 45.4901099, 9.301359 45.4901122, 9.301363 45.4899234, 9.3003992 45.4899222, 9.3004105 45.4901999))",9.3004105,45.4901999
1118,,"POLYGON ((9.2989173 45.4957516, 9.299722 45.495753, 9.2996943 45.4953469, 9.2992455 45.4953414, 9.2989727 45.4954703, 9.2990142 45.4955423, 9.2989094 45.4956075, 9.2989173 45.4957516))",9.2989173,45.4957516
1119,,"POLYGON ((9.0929836 45.467691, 9.0930811 45.4675225, 9.093543 45.4676688, 9.0936138 45.4677551, 9.0935885 45.4677922, 9.0935487 45.4678681, 9.0929836 45.467691))",9.0929836,45.467691
1120,,"POLYGON ((9.1672765 45.5183487, 9.1673151 45.5183652, 9.1675138 45.5181381, 9.1674752 45.5181215, 9.1672765 45.5183487))",9.1672765,45.5183487
1121,,"POLYGON ((9.293905 45.4915859, 9.2939212 45.4914363, 9.2943039 45.4914523, 9.294273 45.4916053, 9.293905 45.4915859))",9.293905,45.4915859
1122,,"POLYGON ((9.1961027 45.5191287, 9.1961298 45.5190176, 9.1951496 45.5189027, 9.1949575 45.5188802, 9.1949325 45.518984, 9.1961027 45.5191287))",9.1961027,45.5191287
1123,,"POLYGON ((9.2294025 45.5165944, 9.229392 45.5166329, 9.2300609 45.5167224, 9.2300714 45.5166838, 9.2294025 45.5165944))",9.2294025,45.5165944
1124,,"POLYGON ((9.2302892 45.5167136, 9.2302803 45.516746, 9.2306429 45.5167949, 9.2306518 45.5167625, 9.2302892 45.5167136))",9.2302892,45.5167136
1125,,"POLYGON ((9.2988467 45.4861114, 9.2988347 45.4861931, 9.2987586 45.4862089, 9.2987751 45.4861245, 9.2988467 45.4861114))",9.2988467,45.4861114
1126,,"POLYGON ((9.2988058 45.4863193, 9.2987325 45.4863435, 9.2986166 45.486939, 9.2986846 45.486926, 9.2988058 45.4863193))",9.2988058,45.4863193
1127,,"POLYGON ((9.2990195 45.4866046, 9.2989576 45.4866227, 9.299009 45.486342, 9.2990728 45.4863223, 9.2990195 45.4866046))",9.2990195,45.4866046
1128,,"POLYGON ((9.1431684 45.5168039, 9.1432227 45.5168124, 9.1433999 45.5162513, 9.1433456 45.5162429, 9.1431684 45.5168039))",9.1431684,45.5168039
1129,,"POLYGON ((9.1435734 45.5147368, 9.1436094 45.5147422, 9.1438351 45.5140065, 9.1437991 45.5140011, 9.1435734 45.5147368))",9.1435734,45.5147368
1130,,"POLYGON ((9.143033 45.5172455, 9.1430823 45.5172531, 9.1431475 45.5170434, 9.1430982 45.5170359, 9.143033 45.5172455))",9.143033,45.5172455
1131,,"POLYGON ((9.1434531 45.5151163, 9.1434981 45.5151232, 9.1436001 45.5147964, 9.143555 45.5147895, 9.1434531 45.5151163))",9.1434531,45.5151163
1132,,"POLYGON ((9.1433675 45.5161837, 9.1434102 45.5161902, 9.1435958 45.5155938, 9.1435531 45.5155873, 9.1433675 45.5161837))",9.1433675,45.5161837
1133,,"POLYGON ((9.2346158 45.4740599, 9.2345942 45.473828, 9.2351911 45.4738007, 9.2351876 45.4737632, 9.2354341 45.4737519, 9.2355782 45.4737453, 9.2355945 45.4739206, 9.2355985 45.4739628, 9.2351173 45.4739848, 9.2351222 45.4740367, 9.2346158 45.4740599))",9.2346158,45.4740599
1134,,"POLYGON ((9.2807191 45.4654897, 9.2807674 45.4654389, 9.2807942 45.4654107, 9.2807889 45.4653072, 9.2808506 45.4653016, 9.2808828 45.4652489, 9.2814487 45.4652094, 9.2814889 45.4653956, 9.2812905 45.4654125, 9.2812878 45.4654577, 9.2807191 45.4654897))",9.2807191,45.4654897
1135,,"POLYGON ((9.2482685 45.4841841, 9.2477894 45.4839618, 9.2476943 45.4839426, 9.2478794 45.4836379, 9.2479599 45.4834198, 9.2482522 45.4833747, 9.2490274 45.483416, 9.2482685 45.4841841))",9.2482685,45.4841841
1136,,"POLYGON ((9.1437243 45.4880098, 9.1437755 45.4879773, 9.1447548 45.4886128, 9.1448135 45.4885671, 9.1452842 45.4888568, 9.145148 45.4889586, 9.1437243 45.4880098))",9.1437243,45.4880098
1137,,"POLYGON ((9.1819714 45.4659178, 9.1821928 45.4659393, 9.1821994 45.4657823, 9.181973 45.4657692, 9.1819714 45.4659178))",9.1819714,45.4659178
1138,,"POLYGON ((9.1837544 45.4687968, 9.1842513 45.4688488, 9.1842598 45.4688092, 9.1837629 45.4687572, 9.1837544 45.4687968))",9.1837544,45.4687968
1139,,"POLYGON ((9.0809182 45.4650208, 9.0815588 45.4651844, 9.082161 45.4653379, 9.0821139 45.4654201, 9.082083 45.465482, 9.081528 45.4653323, 9.0815441 45.4652928, 9.0815128 45.4652842, 9.0808762 45.4651178, 9.0808847 45.4650989, 9.0809182 45.4650208))",9.0809182,45.4650208
1140,,"POLYGON ((9.082419 45.4657545, 9.0824962 45.4656304, 9.082263 45.4655768, 9.0821952 45.4656851, 9.082238 45.4656982, 9.082419 45.4657545))",9.082419,45.4657545
1141,,"POLYGON ((9.085283 45.466476, 9.0853693 45.4662606, 9.0854761 45.4659944, 9.0855726 45.465812, 9.0852937 45.4657313, 9.0851137 45.4656817, 9.0847224 45.4663198, 9.085283 45.466476))",9.085283,45.466476
1142,,"POLYGON ((9.085077 45.4639967, 9.0851205 45.4639269, 9.085315 45.4636142, 9.0853472 45.4634455, 9.0848741 45.4631813, 9.084828 45.4631442, 9.0844742 45.4638342, 9.0849712 45.4639682, 9.085077 45.4639967))",9.085077,45.4639967
1143,,"POLYGON ((9.2017638 45.4585799, 9.2021887 45.4586285, 9.2022741 45.4582613, 9.2018492 45.4582127, 9.2017638 45.4585799))",9.2017638,45.4585799
1144,,"POLYGON ((9.1276405 45.5174681, 9.1274385 45.5174353, 9.1275069 45.5172361, 9.1275728 45.5170443, 9.1277716 45.5170759, 9.1277619 45.517102, 9.1276541 45.5174271, 9.1276405 45.5174681))",9.1276405,45.5174681
1145,,"POLYGON ((9.128504 45.5179307, 9.1285345 45.5178473, 9.1285714 45.5177461, 9.1285925 45.5176882, 9.1284326 45.5176742, 9.1283136 45.5176638, 9.1282958 45.5177798, 9.1283833 45.5178968, 9.128504 45.5179307))",9.128504,45.5179307
1146,,"POLYGON ((9.0937286 45.4617366, 9.0941476 45.461864, 9.0942513 45.4618955, 9.0942758 45.4617831, 9.0942895 45.4617201, 9.0940355 45.4616459, 9.0941206 45.4615139, 9.0942323 45.4613408, 9.0940351 45.4612767, 9.0938962 45.4614752, 9.0937286 45.4617366))",9.0937286,45.4617366
1147,,"POLYGON ((9.1093345 45.4957447, 9.109305 45.495711, 9.1091459 45.4955312, 9.1089824 45.4953458, 9.1088611 45.4952084, 9.1090225 45.4951384, 9.109467 45.4956418, 9.1094961 45.495675, 9.1093345 45.4957447))",9.1093345,45.4957447
1148,,"POLYGON ((9.1433197 45.5191839, 9.1434276 45.5191968, 9.1436479 45.5192232, 9.1436987 45.519015, 9.1434543 45.5189857, 9.1433702 45.5189757, 9.1433197 45.5191839))",9.1433197,45.5191839
1149,,"POLYGON ((9.145351 45.515745, 9.145115 45.5154536, 9.1451598 45.5153763, 9.1453615 45.5154962, 9.145501 45.5156334, 9.1454278 45.5156883, 9.145351 45.515745))",9.145351,45.515745
1150,,"POLYGON ((9.1454148 45.5181582, 9.14531 45.5181729, 9.1452996 45.5180585, 9.145745 45.5165919, 9.1457748 45.5164385, 9.1457507 45.5163182, 9.1456514 45.5160344, 9.1459482 45.51609, 9.1459372 45.5161486, 9.1459171 45.5162997, 9.1459439 45.5164931, 9.1454284 45.5181166, 9.1454148 45.5181582))",9.1454148,45.5181582
1151,,"POLYGON ((9.198503 45.4911424, 9.1983086 45.4912282, 9.1981277 45.4912933, 9.1980206 45.4913266, 9.1979941 45.4913347, 9.1980427 45.4914017, 9.1981727 45.4913603, 9.1984269 45.4912593, 9.1984407 45.4912536, 9.1985802 45.4914572, 9.1986425 45.4914353, 9.1986538 45.491451, 9.1987183 45.4914278, 9.198503 45.4911424))",9.198503,45.4911424
1152,,"POLYGON ((9.1992683 45.4923392, 9.1993506 45.4923081, 9.1993829 45.4922959, 9.1992048 45.4920648, 9.1990903 45.4921082, 9.1992683 45.4923392))",9.1992683,45.4923392
1153,,"POLYGON ((9.1957431 45.4886306, 9.1958156 45.4886043, 9.1958891 45.4885751, 9.196247 45.4890633, 9.1961609 45.4890956, 9.1961096 45.4891138, 9.195898 45.4888348, 9.1957431 45.4886306))",9.1957431,45.4886306
1154,,"POLYGON ((9.252894 45.425988, 9.2528398 45.4260362, 9.2527256 45.4261377, 9.2526196 45.4260846, 9.2525509 45.4259442, 9.252618 45.4259197, 9.2526579 45.4258719, 9.252894 45.425988))",9.252894,45.425988
1155,,"POLYGON ((9.1840704 45.511073, 9.1850822 45.5108237, 9.18507 45.510722, 9.1848901 45.5107392, 9.1847797 45.5107135, 9.1847102 45.510669, 9.1842523 45.5107693, 9.1842299 45.5108152, 9.1841522 45.5108982, 9.1840623 45.5109233, 9.184003 45.5109398, 9.1840704 45.511073))",9.1840704,45.511073
1156,,"POLYGON ((9.1841199 45.5111575, 9.1852948 45.51088, 9.1854058 45.511111, 9.1842309 45.5113884, 9.1841199 45.5111575))",9.1841199,45.5111575
1157,,"POLYGON ((9.1739121 45.432705, 9.1741365 45.4326379, 9.1741901 45.432732, 9.1743188 45.4326774, 9.1742759 45.4323499, 9.1741204 45.432237, 9.1740355 45.4322606, 9.1738393 45.4323154, 9.1737019 45.4323537, 9.1738161 45.4325532, 9.1738799 45.4326611, 9.1739121 45.432705))",9.1739121,45.432705
1158,,"POLYGON ((9.1848679 45.443518, 9.1850837 45.4435331, 9.1855809 45.4435676, 9.1856108 45.4433881, 9.1851008 45.4433618, 9.1848908 45.4433509, 9.1848679 45.443518))",9.1848679,45.443518
1159,,"POLYGON ((9.1315295 45.4651424, 9.1315015 45.4648033, 9.1317237 45.4647943, 9.1317517 45.4651334, 9.1315295 45.4651424))",9.1315295,45.4651424
1160,,"POLYGON ((9.1700649 45.4316666, 9.169808 45.4312444, 9.1707989 45.4309636, 9.1710035 45.4311445, 9.1709078 45.4311995, 9.170166 45.4316079, 9.1700649 45.4316666))",9.1700649,45.4316666
1161,,"POLYGON ((9.1660456 45.4295416, 9.1663634 45.4295387, 9.1664242 45.4294764, 9.1664135 45.4291507, 9.1663315 45.4291172, 9.1661175 45.4290133, 9.1660358 45.4289738, 9.1660456 45.4295416))",9.1660456,45.4295416
1162,,"POLYGON ((9.1056675 45.498575, 9.1046716 45.4986834, 9.1047021 45.4987296, 9.1049315 45.4990531, 9.1052144 45.499459, 9.1053802 45.499423, 9.1053575 45.4993976, 9.1049408 45.4988198, 9.1049408 45.4987935, 9.1049542 45.4987728, 9.1049927 45.4987625, 9.1056902 45.4986843, 9.1056675 45.498575))",9.1056675,45.498575
1163,,"POLYGON ((9.1675329 45.4409209, 9.1674901 45.4408633, 9.1674354 45.4407896, 9.1676655 45.4407535, 9.1678019 45.4407967, 9.1677796 45.4408776, 9.1675329 45.4409209))",9.1675329,45.4409209
1164,,"POLYGON ((9.166768 45.4403509, 9.1670212 45.4401777, 9.1669712 45.4401021, 9.1666729 45.4399009, 9.1663945 45.4401087, 9.166768 45.4403509))",9.166768,45.4403509
1165,,"POLYGON ((9.1543356 45.4293337, 9.1545709 45.4290529, 9.154882 45.4291904, 9.1546234 45.4293796, 9.1545682 45.42942, 9.1543356 45.4293337))",9.1543356,45.4293337
1166,,"POLYGON ((9.1569055 45.4337236, 9.1573275 45.4337356, 9.1573646 45.4331123, 9.1573323 45.4330784, 9.157276 45.4330135, 9.1570121 45.4330033, 9.1569484 45.4330309, 9.1569055 45.4337236))",9.1569055,45.4337236
1167,,"POLYGON ((9.2576416 45.4644357, 9.2570536 45.4639655, 9.2571162 45.463927, 9.257184 45.4638848, 9.2577758 45.4643527, 9.2577106 45.4643933, 9.2576416 45.4644357))",9.2576416,45.4644357
1168,,"POLYGON ((9.2682093 45.4620469, 9.2680997 45.4631868, 9.2692447 45.4632249, 9.2691197 45.4638373, 9.2705914 45.4638387, 9.270597 45.464285, 9.2706384 45.4642857, 9.2714977 45.4642995, 9.2715108 45.4633954, 9.2718169 45.4632362, 9.2718831 45.4626816, 9.2719781 45.4622359, 9.2719363 45.461994, 9.2715715 45.4620128, 9.2712792 45.4620298, 9.2707255 45.4620346, 9.2706417 45.4620983, 9.2692976 45.4620918, 9.2688854 45.4620609, 9.2682093 45.4620469))",9.2682093,45.4620469
1169,,"POLYGON ((9.102648 45.4710039, 9.1027112 45.4710212, 9.1027527 45.4709454, 9.1029756 45.4710048, 9.1030972 45.4708353, 9.1031175 45.4708416, 9.1033455 45.4709169, 9.103482 45.4707191, 9.1033624 45.4706856, 9.1032474 45.470653, 9.1031091 45.4706137, 9.1028521 45.4706873, 9.102648 45.4710039))",9.102648,45.4710039
1170,,"POLYGON ((9.1034715 45.4712489, 9.1033519 45.471201, 9.1031866 45.4711349, 9.1030127 45.4710653, 9.1028408 45.4712765, 9.1032996 45.4714601, 9.1034715 45.4712489))",9.1034715,45.4712489
1171,,"POLYGON ((9.1301335 45.4800336, 9.1300175 45.4800243, 9.1298041 45.4796277, 9.1297993 45.4795622, 9.1300715 45.4791459, 9.1305312 45.479093, 9.1305977 45.4790931, 9.1301335 45.4800336))",9.1301335,45.4800336
1172,,"POLYGON ((9.128825 45.4805131, 9.128215 45.4806792, 9.1278874 45.4800875, 9.1284974 45.4799215, 9.128825 45.4805131))",9.128825,45.4805131
1173,,"POLYGON ((9.1293788 45.4797059, 9.1296213 45.4797754, 9.1298498 45.480137, 9.1297909 45.480208, 9.128999 45.4804345, 9.1287518 45.479997, 9.1288022 45.4798749, 9.1293788 45.4797059))",9.1293788,45.4797059
1174,,"POLYGON ((9.185088 45.4824177, 9.185132 45.482406, 9.1847639 45.4817283, 9.1847198 45.4817401, 9.185088 45.4824177))",9.185088,45.4824177
1175,,"POLYGON ((9.1859628 45.4816982, 9.1861389 45.4819701, 9.186418 45.4819031, 9.1864255 45.4817376, 9.1864648 45.4817324, 9.1863955 45.4815945, 9.1862569 45.4815931, 9.1860696 45.4816325, 9.1859628 45.4816982))",9.1859628,45.4816982
1176,,"POLYGON ((9.2549793 45.4599665, 9.2551 45.4597821, 9.2545823 45.4596486, 9.2544857 45.4598423, 9.2549793 45.4599665))",9.2549793,45.4599665
1177,,"POLYGON ((9.1186894 45.5197571, 9.1187986 45.5190482, 9.1189796 45.5190619, 9.119019 45.519015, 9.119091 45.5189872, 9.1191764 45.5190014, 9.1192247 45.5190328, 9.1192467 45.5190911, 9.1193969 45.5191024, 9.1192892 45.5198024, 9.1186894 45.5197571))",9.1186894,45.5197571
1178,,"POLYGON ((9.1815475 45.4724506, 9.1815731 45.4724674, 9.180797 45.4730478, 9.1807716 45.4730311, 9.1815475 45.4724506))",9.1815475,45.4724506
1179,,"POLYGON ((9.2499554 45.486312, 9.249992 45.4863218, 9.2498991 45.4864292, 9.2498348 45.4865082, 9.2497623 45.4866012, 9.249705 45.4866565, 9.2496534 45.4867008, 9.2496314 45.486707, 9.2495623 45.4866977, 9.2494801 45.4866874, 9.2493669 45.486674, 9.2492612 45.4866513, 9.2491715 45.4866318, 9.2490672 45.4865947, 9.2489952 45.4865597, 9.2489567 45.4865211, 9.2489372 45.4864576, 9.2489253 45.4864188, 9.2489038 45.4860916, 9.2489288 45.4860752, 9.2489494 45.4860616, 9.2490701 45.4860804, 9.2494555 45.4861663, 9.2499554 45.486312))",9.2499554,45.486312
1180,,"POLYGON ((9.1800547 45.5221083, 9.180099 45.5218379, 9.1805536 45.5218745, 9.1805243 45.5220528, 9.1805092 45.5221449, 9.1802606 45.5221249, 9.1800547 45.5221083))",9.1800547,45.5221083
1181,,"POLYGON ((9.1633561 45.529199, 9.1636214 45.5292543, 9.1638659 45.5290627, 9.1639356 45.5288971, 9.1642521 45.5286677, 9.1643803 45.5284104, 9.1645693 45.5284214, 9.1646795 45.5281561, 9.1645531 45.5280555, 9.1641327 45.5279577, 9.1639756 45.5279196, 9.1638653 45.5281531, 9.1637946 45.5283032, 9.1637695 45.5283561, 9.1633561 45.529199))",9.1633561,45.529199
1182,,"POLYGON ((9.2306103 45.5105443, 9.2306393 45.5102965, 9.2310861 45.510299, 9.231091 45.5098693, 9.2312889 45.5098677, 9.231275 45.5105102, 9.2312031 45.5105086, 9.2311897 45.5106157, 9.2309 45.5105913, 9.2307712 45.5105537, 9.2306639 45.5105474, 9.2306103 45.5105443))",9.2306103,45.5105443
1183,Pam,"POLYGON ((9.1321666 45.4635497, 9.1325162 45.4635505, 9.1325291 45.4631496, 9.1321715 45.463142, 9.1321666 45.4635497))",9.1321666,45.4635497
1184,,"POLYGON ((9.2757345 45.4614195, 9.2760201 45.4614171, 9.2763212 45.4614155, 9.2763168 45.4610127, 9.2760325 45.4610143, 9.2756601 45.4610187, 9.2756556 45.4613235, 9.2756818 45.4613695, 9.2757345 45.4614195))",9.2757345,45.4614195
1185,,"POLYGON ((9.2849925 45.457838, 9.2848959 45.4578528, 9.284819 45.4578847, 9.2844757 45.4581443, 9.284406 45.4582064, 9.2843684 45.4582835, 9.2843416 45.458419, 9.2847654 45.4584096, 9.2849049 45.4583456, 9.2849749 45.4583653, 9.2849824 45.4578652, 9.2849925 45.457838))",9.2849925,45.457838
1186,Car sharing,"POLYGON ((9.2781686 45.4613159, 9.2786833 45.4613048, 9.2787395 45.4613324, 9.2787696 45.4613719, 9.2787723 45.4615638, 9.2787077 45.4615585, 9.2786997 45.4614287, 9.2786809 45.4614062, 9.2786461 45.4613779, 9.2786112 45.461361, 9.2785763 45.4613516, 9.2780994 45.4613565, 9.2781686 45.4613159))",9.2781686,45.4613159
1187,,"POLYGON ((9.2840947 45.4596882, 9.2843911 45.4596813, 9.2843808 45.459465, 9.2840845 45.4594719, 9.2840947 45.4596882))",9.2840947,45.4596882
1188,,"POLYGON ((9.2823124 45.4584378, 9.2823285 45.4584153, 9.2822614 45.4579581, 9.2822366 45.4575123, 9.2821729 45.4575141, 9.2821917 45.4583268, 9.2822105 45.458387, 9.2822454 45.4584209, 9.2822829 45.4584378, 9.2823124 45.4584378))",9.2823124,45.4584378
1189,,"POLYGON ((9.2830822 45.4608346, 9.2830742 45.4605957, 9.2830359 45.4605562, 9.283035 45.4604772, 9.2831654 45.4604791, 9.2833102 45.4605562, 9.2835474 45.460381, 9.2836866 45.4604719, 9.2835543 45.4605637, 9.2833477 45.4607086, 9.2830822 45.4608346))",9.2830822,45.4608346
1190,,"POLYGON ((9.2856455 45.4560273, 9.285479 45.4560311, 9.2854684 45.4554741, 9.2855463 45.4554742, 9.2856455 45.4560273))",9.2856455,45.4560273
1191,,"POLYGON ((9.2855704 45.4572089, 9.2854997 45.4571903, 9.2854849 45.4562493, 9.2855286 45.4562502, 9.2855419 45.4563019, 9.2855428 45.4563866, 9.2855865 45.4563867, 9.2855785 45.4561722, 9.2856804 45.4562211, 9.2857957 45.4569003, 9.2857957 45.4569887, 9.2857743 45.4570508, 9.2857314 45.4570978, 9.2855704 45.4572089))",9.2855704,45.4572089
1192,,"POLYGON ((9.2849087 45.4552795, 9.2849167 45.4560342, 9.2852957 45.4560311, 9.2852809 45.4552807, 9.2849087 45.4552795))",9.2849087,45.4552795
1193,,"POLYGON ((9.2850155 45.4573692, 9.2853117 45.4572996, 9.2853079 45.4571918, 9.2852918 45.4561648, 9.2849188 45.4561622, 9.284938 45.4573687, 9.2850155 45.4573692))",9.2850155,45.4573692
1194,,"POLYGON ((9.2842596 45.4573317, 9.2840523 45.4565729, 9.2840255 45.4565391, 9.283953 45.4565184, 9.2838967 45.4565165, 9.2838913 45.456462, 9.2841181 45.4564592, 9.2841283 45.4566336, 9.2843241 45.4572958, 9.2842596 45.4573317))",9.2842596,45.4573317
1195,,"POLYGON ((9.2840106 45.4567075, 9.2841247 45.4571091, 9.2840067 45.4572352, 9.2839504 45.4571938, 9.2838538 45.4568777, 9.2840106 45.4567075))",9.2840106,45.4567075
1196,,"POLYGON ((9.281197 45.4604378, 9.2804286 45.4604391, 9.2803321 45.4603921, 9.2803347 45.4603093, 9.2804501 45.4601833, 9.2805625 45.4602358, 9.2806534 45.4602688, 9.2807388 45.4602808, 9.281251 45.4602788, 9.2813379 45.4602905, 9.2813402 45.4603094, 9.2812388 45.4604085, 9.281197 45.4604378))",9.281197,45.4604378
1197,,"POLYGON ((9.2617668 45.4523971, 9.2614849 45.4525983, 9.2612971 45.4527695, 9.2611442 45.4529614, 9.2609484 45.4532869, 9.2609297 45.4533603, 9.260935 45.4534055, 9.2613427 45.4535297, 9.2618202 45.4528467, 9.2618309 45.4527639, 9.2620186 45.4524703, 9.2617668 45.4523971))",9.2617668,45.4523971
1198,Mondadori,"POLYGON ((9.2968687 45.4738043, 9.2960613 45.4738682, 9.2960169 45.4739551, 9.2963027 45.475924, 9.2971637 45.4758713, 9.2968687 45.4738043))",9.2968687,45.4738043
1199,Mondadori,"POLYGON ((9.3009196 45.4762974, 9.3015975 45.4763629, 9.3019869 45.474382, 9.301309 45.4743164, 9.3009196 45.4762974))",9.3009196,45.4762974
1200,,"POLYGON ((9.2780265 45.4610016, 9.2779877 45.4609734, 9.2772836 45.4614579, 9.2773198 45.4614832, 9.2780265 45.4610016))",9.2780265,45.4610016
1201,,"POLYGON ((9.2793115 45.4602964, 9.2792578 45.4601158, 9.2795487 45.4601135, 9.2795991 45.4602946, 9.2793115 45.4602964))",9.2793115,45.4602964
1202,,"POLYGON ((9.279262 45.4602617, 9.2790781 45.4602606, 9.2790799 45.4601187, 9.2792096 45.4601195, 9.2792087 45.4601854, 9.2792629 45.4601858, 9.279262 45.4602617))",9.279262,45.4602617
1203,,"POLYGON ((9.2788503 45.4602905, 9.2788181 45.4602548, 9.278566 45.4602548, 9.2785419 45.4603169, 9.2788342 45.4603169, 9.2788503 45.4602905))",9.2788503,45.4602905
1204,Carrefour Market,"POLYGON ((9.1240944 45.4948698, 9.1243472 45.4951435, 9.1239174 45.4953098, 9.1239514 45.4952132, 9.1240403 45.4949604, 9.1240676 45.494883, 9.1240944 45.4948698))",9.1240944,45.4948698
1205,Carrefour Market,"POLYGON ((9.123853 45.4954301, 9.123926 45.4953433, 9.1241555 45.4956253, 9.1241648 45.4956624, 9.1238959 45.4957685, 9.1236599 45.4956256, 9.1237685 45.4955339, 9.123853 45.4954301))",9.123853,45.4954301
1206,,"POLYGON ((9.1363173 45.5185941, 9.1358265 45.5185302, 9.1358494 45.5184449, 9.1362651 45.5184989, 9.1363342 45.5182373, 9.1364165 45.5182465, 9.1364514 45.5181169, 9.1370675 45.5181976, 9.1370085 45.5185058, 9.1367545 45.5184701, 9.1367652 45.5184137, 9.1363748 45.5183616, 9.1363173 45.5185941))",9.1363173,45.5185941
1207,Esselunga,"POLYGON ((9.1775402 45.4211043, 9.1772613 45.421302, 9.1771486 45.4212292, 9.1770333 45.421029, 9.1772317 45.4208885, 9.1775402 45.4211043))",9.1775402,45.4211043
1208,,"POLYGON ((9.2014071 45.4342912, 9.2014177 45.434234, 9.2014943 45.4338349, 9.201519 45.4337006, 9.2011932 45.4336711, 9.2010843 45.4342619, 9.2014071 45.4342912))",9.2014071,45.4342912
1209,,"POLYGON ((9.2010033 45.4346412, 9.200933 45.435037, 9.2009287 45.4350619, 9.2011125 45.4350771, 9.201117 45.4350534, 9.2011281 45.4350012, 9.2011925 45.4346567, 9.2010033 45.4346412))",9.2010033,45.4346412
1210,,"POLYGON ((9.280605 45.4617846, 9.2803717 45.4615927, 9.280072 45.4616774, 9.2800739 45.4618881, 9.2806035 45.4618861, 9.280605 45.4617846))",9.280605,45.4617846
1211,,"POLYGON ((9.2809136 45.4621648, 9.2809047 45.4619678, 9.2807394 45.4619715, 9.2807488 45.4621681, 9.280851 45.4621657, 9.2809136 45.4621648))",9.2809136,45.4621648
1212,,"POLYGON ((9.2836762 45.4609343, 9.2836279 45.4610076, 9.2836292 45.4610531, 9.2840454 45.4610248, 9.2840838 45.4609794, 9.2844197 45.4609696, 9.2844121 45.4607947, 9.2842287 45.4607951, 9.2842314 45.4604846, 9.2843252 45.4603492, 9.2841643 45.460289, 9.2841321 45.4603341, 9.2840973 45.4604188, 9.2840704 45.4604752, 9.2840114 45.4605317, 9.2840022 45.4605563, 9.2840114 45.4605862, 9.2838693 45.4606878, 9.28388 45.460733, 9.2838666 45.4607781, 9.2838237 45.4608176, 9.2836762 45.4609343))",9.2836762,45.4609343
1213,,"POLYGON ((9.2523669 45.5063381, 9.2522113 45.5064399, 9.2525481 45.5066928, 9.2527037 45.5065911, 9.2523669 45.5063381))",9.2523669,45.5063381
1214,,"POLYGON ((9.251164 45.5071816, 9.251257 45.5071282, 9.2513746 45.5070539, 9.2500394 45.5060285, 9.2498604 45.506144, 9.251164 45.5071816))",9.251164,45.5071816
1215,,"POLYGON ((9.2852002 45.503258, 9.2853475 45.5032701, 9.2854116 45.5032754, 9.2855228 45.5026101, 9.2853114 45.5025927, 9.2852002 45.503258))",9.2852002,45.503258
1216,,"POLYGON ((9.240572 45.4846833, 9.2407315 45.4846926, 9.2407607 45.4844465, 9.2407651 45.4844091, 9.2406057 45.4843998, 9.240572 45.4846833))",9.240572,45.4846833
1217,,"POLYGON ((9.30514 45.4975669, 9.3051439 45.4977171, 9.3051844 45.4977347, 9.3051825 45.4978064, 9.3051825 45.4978876, 9.3052172 45.4979187, 9.3055898 45.4979715, 9.3058312 45.4979688, 9.305891 45.4980162, 9.3065088 45.4980067, 9.3065049 45.4976792, 9.3063389 45.4976752, 9.3064161 45.4976034, 9.305252 45.4976048, 9.3052752 45.4968862, 9.3051246 45.4968889, 9.30514 45.4975669))",9.30514,45.4975669
1218,,"POLYGON ((9.309313 45.4974828, 9.3093122 45.4972162, 9.3081561 45.497218, 9.3081521 45.4959274, 9.3081509 45.4955322, 9.3073435 45.4955335, 9.3073439 45.4956662, 9.3075043 45.495666, 9.3075094 45.4974852, 9.309313 45.4974828))",9.309313,45.4974828
1219,,"POLYGON ((9.0946152 45.5059973, 9.0944898 45.5057234, 9.0944556 45.5056956, 9.0939682 45.5054795, 9.0939046 45.505449, 9.0938245 45.5054412, 9.0936087 45.5054833, 9.0936354 45.5055504, 9.093214 45.5056422, 9.0932243 45.5056663, 9.0931682 45.5056767, 9.0933344 45.5060651, 9.0935541 45.5062181, 9.0946152 45.5059973))",9.0946152,45.5059973
1220,,"POLYGON ((9.2626051 45.4941389, 9.2627179 45.4941118, 9.2628549 45.4940789, 9.2625513 45.4934581, 9.2625274 45.4934091, 9.2625058 45.493365, 9.2620898 45.4925142, 9.2619458 45.4925488, 9.2618401 45.4925742, 9.2626051 45.4941389))",9.2626051,45.4941389
1221,,"POLYGON ((9.1286473 45.4706506, 9.1291445 45.4707425, 9.1291685 45.4706875, 9.1287057 45.4705994, 9.1286473 45.4706506))",9.1286473,45.4706506
1222,,"POLYGON ((9.1294554 45.4704943, 9.1294347 45.470511, 9.1299919 45.4708754, 9.1300176 45.4708595, 9.1294554 45.4704943))",9.1294554,45.4704943
1223,,"POLYGON ((9.0836815 45.4599517, 9.0838902 45.4600161, 9.0846354 45.458929, 9.0844146 45.458855, 9.0836815 45.4599517))",9.0836815,45.4599517
